Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
602000,00000305,false,Rx,0,2,0E,3F,00,00,00,00,00,00,
604000,00000136,false,Rx,0,8,00,00,00,12,05,00,00,24,
605000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
605000,0000013F,false,Rx,0,8,01,18,01,1A,FF,F6,00,2A,
605000,0000017C,false,Rx,0,8,00,00,07,0C,48,00,00,23,
605000,000001DC,false,Rx,0,4,02,07,0C,18,00,00,00,00,
0,0000015A,false,Rx,0,8,00,06,00,00,00,00,00,11,
0,000001C0,false,Rx,0,7,00,00,10,00,00,00,28,00,
607000,00000156,false,Rx,0,6,FF,EF,00,01,07,18,00,00,
607000,000001A6,false,Rx,0,8,02,00,00,4C,60,80,00,25,
607000,00000158,false,Rx,0,8,17,A6,06,BA,17,A6,98,1D,
608000,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
608000,0000018E,false,Rx,0,3,00,00,2F,00,00,00,00,00,
613000,00000097,false,Rx,0,8,7F,DF,F0,02,06,00,00,0F,
613000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
0,00000136,false,Rx,0,8,00,00,00,12,05,00,00,33,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
614000,0000013F,false,Rx,0,8,01,18,01,1A,00,0A,00,32,
614000,0000017C,false,Rx,0,8,00,00,07,0D,48,00,00,31,
616000,0000015A,false,Rx,0,8,00,04,FF,BD,00,00,00,2C,
616000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,1A,
617000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,10,
617000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,1E,00,
617000,00000156,false,Rx,0,6,FF,EF,00,00,07,28,00,00,
617000,000001D0,false,Rx,0,8,30,38,5F,D4,C1,41,81,84,
617000,000001E7,false,Rx,0,4,1A,00,68,18,00,00,00,00,
618000,0000030C,false,Rx,0,8,18,BF,24,46,01,60,90,33,
618000,00000158,false,Rx,0,8,17,A5,06,BB,17,A5,98,2D,
618000,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
619000,0000018E,false,Rx,0,3,00,00,3E,00,00,00,00,00,
624000,00000097,false,Rx,0,8,7F,DF,F0,02,01,00,00,13,
624000,00000136,false,Rx,0,8,00,00,00,12,05,00,00,06,
625000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
625000,0000013F,false,Rx,0,8,01,18,01,1A,00,00,00,0F,
625000,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
625000,0000017C,false,Rx,0,8,00,00,07,0D,48,00,00,04,
625000,000001DC,false,Rx,0,4,02,07,0D,26,00,00,00,00,
0,0000015A,false,Rx,0,8,00,05,FF,BD,00,00,00,3A,
0,000001C0,false,Rx,0,7,00,00,10,00,00,00,37,00,
627000,00000156,false,Rx,0,6,FF,EF,00,00,07,37,00,00,
627000,000001A6,false,Rx,0,8,02,00,00,4E,5D,80,00,36,
628000,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,08,
0,00000158,false,Rx,0,8,17,A4,06,BE,17,A4,98,3B,
0,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
629000,0000018E,false,Rx,0,3,00,05,0C,00,00,00,00,00,
633000,00000097,false,Rx,0,8,7F,DF,F0,01,FD,00,00,28,
0,00000136,false,Rx,0,8,00,00,00,12,05,00,00,15,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
635000,0000013F,false,Rx,0,8,01,19,01,1B,FF,E2,00,1E,
635000,0000017C,false,Rx,0,8,00,00,07,0A,48,00,00,16,
635000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
636000,0000015A,false,Rx,0,8,00,03,FF,BD,00,00,00,0F,
636000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,29,
636000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,2F,
0,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,2D,00,
0,00000156,false,Rx,0,6,FF,EF,00,01,07,09,00,00,
637000,000001D0,false,Rx,0,8,30,34,60,34,C1,61,83,5F,
637000,000001E7,false,Rx,0,4,1A,00,68,27,00,00,00,00,
0,00000158,false,Rx,0,8,17,A5,06,BC,17,A5,98,0E,
0,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
638000,0000018E,false,Rx,0,3,00,04,1C,00,00,00,00,00,
642000,00000097,false,Rx,0,8,7F,DF,F0,01,F8,00,00,3C,
644000,00000136,false,Rx,0,8,00,00,00,12,05,00,00,24,
644000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
644000,0000013F,false,Rx,0,8,01,19,01,1B,00,00,00,2B,
645000,0000017C,false,Rx,0,8,00,00,07,0A,48,00,00,25,
645000,000001DC,false,Rx,0,4,02,07,0A,38,00,00,00,00,
646000,0000015A,false,Rx,0,8,00,03,FF,BD,00,00,00,1E,
646000,000001C0,false,Rx,0,7,00,00,10,00,00,00,0A,00,
646000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
646000,00000156,false,Rx,0,6,FF,EF,00,01,07,18,00,00,
646000,000001A6,false,Rx,0,8,02,00,00,4E,5E,80,00,08,
648000,00000158,false,Rx,0,8,17,A8,06,BB,17,A8,98,18,
648000,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
648000,0000018E,false,Rx,0,3,00,07,28,00,00,00,00,00,
653000,00000097,false,Rx,0,8,7F,DF,F0,01,F6,00,00,01,
0,00000136,false,Rx,0,8,00,00,00,12,05,00,00,33,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
654000,0000013F,false,Rx,0,8,01,19,01,1B,00,00,00,3A,
655000,0000017C,false,Rx,0,8,00,00,07,0A,48,00,00,34,
656000,0000015A,false,Rx,0,8,00,03,FF,BD,00,00,00,2D,
656000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,38,
656000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,3E,
656000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,3C,00,
656000,000001D0,false,Rx,0,8,30,2A,60,BC,C1,B9,82,8B,
657000,00000156,false,Rx,0,6,FF,EF,00,00,07,28,00,00,
657000,000001E7,false,Rx,0,4,1A,00,68,36,00,00,00,00,
0,00000158,false,Rx,0,8,17,A7,06,BD,17,A7,98,27,
0,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
658000,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
658000,0000018E,false,Rx,0,3,00,03,3B,00,00,00,00,00,
663000,00000097,false,Rx,0,8,7F,E0,00,01,F8,00,00,1B,
665000,00000136,false,Rx,0,8,00,00,00,12,05,00,00,06,
665000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
665000,0000013F,false,Rx,0,8,01,19,01,1B,FF,EC,00,05,
665000,0000017C,false,Rx,0,8,00,00,07,08,48,00,00,09,
665000,000001DC,false,Rx,0,4,02,07,08,0D,00,00,00,00,
666000,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,3F,
666000,000001C0,false,Rx,0,7,00,00,10,00,00,00,19,00,
667000,00000156,false,Rx,0,6,FF,EF,00,00,07,37,00,00,
667000,000001A6,false,Rx,0,8,02,00,00,4E,63,80,00,11,
668000,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,17,
668000,00000309,false,Rx,0,8,18,D6,00,00,00,3F,00,59,
668000,00000158,false,Rx,0,8,17,A6,06,BE,17,A6,98,37,
668000,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
669000,00000377,false,Rx,0,8,18,06,7B,74,AE,00,A2,16,
669000,00000374,false,Rx,0,7,00,00,00,00,00,00,19,00,
0,0000018E,false,Rx,0,3,00,04,0D,00,00,00,00,00,
0,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
669000,00000378,false,Rx,0,8,08,31,06,13,40,60,00,15,
673000,00000097,false,Rx,0,8,80,20,00,01,FC,00,00,20,
675000,00000136,false,Rx,0,8,00,00,00,12,05,00,00,15,
675000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
675000,0000013F,false,Rx,0,8,01,19,01,1B,00,00,00,1C,
675000,0000017C,false,Rx,0,8,00,00,07,08,48,00,00,18,
0,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,02,
0,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,0B,
0,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,01,
0,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,0F,00,
677000,00000156,false,Rx,0,6,FF,EF,00,00,07,0A,00,00,
677000,000001D0,false,Rx,0,8,30,2E,60,C0,C1,41,81,82,
677000,000001E7,false,Rx,0,4,1A,00,68,09,00,00,00,00,
0,00000158,false,Rx,0,8,17,A9,06,BE,17,A9,98,04,
0,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
678000,0000018E,false,Rx,0,3,00,02,1E,00,00,00,00,00,
680000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
683000,00000097,false,Rx,0,8,80,20,00,01,FF,00,00,3C,
0,00000136,false,Rx,0,8,00,00,00,12,05,00,00,24,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
0,0000013F,false,Rx,0,8,01,19,01,1B,00,0A,00,21,
0,0000017C,false,Rx,0,8,00,00,07,09,48,00,00,26,
684000,000001DC,false,Rx,0,4,02,07,09,1B,00,00,00,00,
686000,00000320,false,Rx,0,3,00,00,12,00,00,00,00,00,
686000,00000324,false,Rx,0,8,7C,46,23,74,46,10,00,16,
686000,0000037C,false,Rx,0,8,DA,00,DA,32,00,01,00,1D,
686000,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,11,
686000,000001C0,false,Rx,0,7,00,00,10,00,00,00,28,00,
687000,00000156,false,Rx,0,6,FF,EF,00,00,07,19,00,00,
687000,000001A6,false,Rx,0,8,02,00,00,4E,6E,80,00,25,
0,00000158,false,Rx,0,8,17,B2,06,C0,17,B2,98,1C,
0,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
688000,0000018E,false,Rx,0,3,00,00,2F,00,00,00,00,00,
691000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
692000,00000097,false,Rx,0,8,80,20,00,01,FD,00,00,01,
694000,00000136,false,Rx,0,8,00,00,00,12,05,00,00,33,
694000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
695000,0000013F,false,Rx,0,8,01,19,01,1D,00,00,00,38,
695000,0000017C,false,Rx,0,8,00,00,07,09,48,00,00,35,
695000,0000033D,false,Rx,0,4,01,40,00,2E,00,00,00,00,
696000,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,20,
696000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,1A,
696000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,10,
696000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,1E,00,
696000,00000156,false,Rx,0,6,FF,EF,00,00,07,28,00,00,
696000,000001D0,false,Rx,0,8,30,4C,60,7C,C2,01,81,F7,
697000,000001E7,false,Rx,0,4,1A,00,68,18,00,00,00,00,
0,00000158,false,Rx,0,8,17,B6,06,C1,17,B6,98,22,
0,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
699000,0000018E,false,Rx,0,3,00,03,3B,00,00,00,00,00,
702000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
702000,00000097,false,Rx,0,8,80,20,10,01,FC,00,00,10,
0,00000136,false,Rx,0,8,00,00,00,12,05,00,00,06,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
704000,0000013F,false,Rx,0,8,01,1A,01,1E,FF,D8,00,06,
704000,0000017C,false,Rx,0,8,00,00,07,05,48,00,00,0C,
705000,000001DC,false,Rx,0,4,02,07,05,2E,00,00,00,00,
0,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,3F,
0,000001C0,false,Rx,0,7,00,00,10,00,00,00,37,00,
706000,00000156,false,Rx,0,6,FF,EF,00,01,07,36,00,00,
706000,000001A6,false,Rx,0,8,02,00,00,4E,67,80,00,3B,
708000,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,26,
708000,00000305,false,Rx,0,2,0E,02,00,00,00,00,00,00,
708000,00000158,false,Rx,0,8,17,B7,06,C0,17,B7,98,30,
708000,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
708000,0000018E,false,Rx,0,3,00,04,0D,00,00,00,00,00,
0,00000097,false,Rx,0,8,80,60,10,01,FD,00,00,2A,
0,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
0,00000136,false,Rx,0,8,00,00,00,12,05,00,00,15,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
715000,0000013F,false,Rx,0,8,01,19,01,1D,00,28,00,10,
715000,0000017C,false,Rx,0,8,00,00,07,09,48,00,00,17,
0,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,02,
0,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,29,
716000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,2F,
716000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,2D,00,
717000,000001D0,false,Rx,0,8,30,48,60,40,C1,E1,81,FD,
717000,00000156,false,Rx,0,6,FF,EF,00,01,07,09,00,00,
717000,000001E7,false,Rx,0,4,1A,00,68,27,00,00,00,00,
717000,0000030C,false,Rx,0,8,18,BE,24,46,01,60,90,07,
0,00000158,false,Rx,0,8,17,B2,06,BE,17,B2,98,00,
0,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
718000,0000018E,false,Rx,0,3,00,00,10,00,00,00,00,00,
723000,00000097,false,Rx,0,8,80,60,20,02,00,00,00,33,
724000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
0,00000136,false,Rx,0,8,00,00,00,12,05,00,00,24,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
725000,0000013F,false,Rx,0,8,01,19,01,1E,00,00,00,28,
725000,0000017C,false,Rx,0,8,00,00,07,09,48,00,00,26,
725000,000001DC,false,Rx,0,4,02,07,09,39,00,00,00,00,
726000,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,11,
726000,000001C0,false,Rx,0,7,00,00,10,00,00,00,0A,00,
727000,00000156,false,Rx,0,6,FF,EF,00,00,07,19,00,00,
727000,000001A6,false,Rx,0,8,02,00,00,46,6B,80,00,02,
728000,00000158,false,Rx,0,8,17,AC,06,BC,17,AC,98,1F,
728000,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
728000,0000018E,false,Rx,0,3,00,01,2E,00,00,00,00,00,
732000,00000097,false,Rx,0,8,80,A0,20,02,03,00,00,0F,
0,00000136,false,Rx,0,8,00,00,00,12,05,00,00,33,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
734000,0000013F,false,Rx,0,8,01,19,01,1D,00,00,00,38,
734000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
734000,0000017C,false,Rx,0,8,00,00,07,09,48,00,00,35,
736000,0000015A,false,Rx,0,8,00,56,FF,BD,00,00,00,25,
736000,000001A4,false,Rx,0,8,00,69,00,00,00,00,00,37,
736000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,69,3D,
736000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,3C,00,
736000,000001D0,false,Rx,0,8,30,56,60,70,C1,41,82,E5,
736000,00000156,false,Rx,0,6,FF,EF,00,00,07,28,00,00,
737000,000001E7,false,Rx,0,4,1A,00,68,36,00,00,00,00,
0,00000158,false,Rx,0,8,17,A9,06,BD,17,A9,98,23,
0,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
739000,0000018E,false,Rx,0,3,00,02,3C,00,00,00,00,00,
743000,00000097,false,Rx,0,8,80,A0,20,02,08,00,00,19,
744000,00000136,false,Rx,0,8,00,00,00,12,05,00,00,06,
744000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
745000,0000013F,false,Rx,0,8,01,19,01,1E,00,00,00,0A,
745000,0000017C,false,Rx,0,8,00,00,07,09,48,00,00,08,
745000,000001DC,false,Rx,0,4,02,07,09,0C,00,00,00,00,
0,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
0,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,3F,
746000,000001C0,false,Rx,0,7,00,00,10,00,00,00,19,00,
746000,00000156,false,Rx,0,6,FF,EF,00,00,07,37,00,00,
747000,000001A6,false,Rx,0,8,02,00,00,46,6B,80,00,11,
747000,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,35,
0,00000158,false,Rx,0,8,17,AC,06,C0,17,AC,98,38,
0,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
748000,0000018E,false,Rx,0,3,00,03,0E,00,00,00,00,00,
752000,00000097,false,Rx,0,8,80,A0,30,02,08,00,00,27,
755000,00000136,false,Rx,0,8,00,00,00,12,05,00,00,15,
755000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
755000,0000013F,false,Rx,0,8,01,19,01,1D,00,0A,00,10,
755000,0000017C,false,Rx,0,8,00,00,07,0A,48,00,00,16,
0,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,08,
0,000001A4,false,Rx,0,8,00,69,00,00,00,00,00,0A,
757000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,69,00,
757000,000001B0,false,Rx,0,7,80,50,7F,FF,00,00,0B,00,
757000,00000156,false,Rx,0,6,FF,EF,00,00,07,0A,00,00,
757000,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
757000,000001D0,false,Rx,0,8,30,66,60,CC,C1,71,86,91,
757000,000001E7,false,Rx,0,4,1A,00,68,09,00,00,00,00,
757000,00000406,false,Rx,0,5,00,00,00,01,0D,00,00,00,
0,00000158,false,Rx,0,8,17,B6,06,C3,17,B6,98,02,
0,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
759000,0000018E,false,Rx,0,3,00,06,1A,00,00,00,00,00,
763000,00000097,false,Rx,0,8,80,A0,30,02,05,00,00,39,
765000,00000136,false,Rx,0,8,00,00,00,12,05,00,00,24,
765000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
765000,0000013F,false,Rx,0,8,01,19,01,1D,FF,F6,00,26,
765000,0000017C,false,Rx,0,8,00,00,07,09,48,00,00,26,
765000,000001DC,false,Rx,0,4,02,07,09,1B,00,00,00,00,
766000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,17,
766000,000001C0,false,Rx,0,7,00,00,10,00,00,00,28,00,
766000,00000421,false,Rx,0,5,00,00,00,01,1F,00,00,00,
767000,00000156,false,Rx,0,6,FF,EF,00,00,07,19,00,00,
0,000001A6,false,Rx,0,8,02,00,00,46,6A,80,00,21,
0,00000309,false,Rx,0,8,18,DB,00,00,00,3F,00,63,
768000,00000158,false,Rx,0,8,17,BE,06,C5,17,BE,98,1F,
768000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
768000,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
768000,00000374,false,Rx,0,7,00,00,00,00,00,00,28,00,
769000,00000377,false,Rx,0,8,18,06,7B,74,AE,00,A2,25,
769000,0000018E,false,Rx,0,3,00,08,27,00,00,00,00,00,
769000,00000378,false,Rx,0,8,08,31,06,13,40,60,00,24,
772000,00000097,false,Rx,0,8,80,A0,30,02,00,00,00,01,
774000,00000136,false,Rx,0,8,00,00,00,12,05,00,00,33,
774000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
774000,0000013F,false,Rx,0,8,01,19,01,1E,00,00,00,37,
774000,0000017C,false,Rx,0,8,00,00,07,09,48,00,00,35,
775000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,26,
775000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,1A,
775000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,10,
777000,000001B0,false,Rx,0,7,80,50,7F,FF,00,00,1A,00,
777000,00000156,false,Rx,0,6,FF,EF,00,00,07,28,00,00,
777000,000001D0,false,Rx,0,8,30,60,60,B8,C1,89,83,E1,
777000,000001E7,false,Rx,0,4,1A,00,68,18,00,00,00,00,
778000,00000158,false,Rx,0,8,17,C5,06,C6,17,C5,98,2D,
778000,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
0,0000018E,false,Rx,0,3,00,06,38,00,00,00,00,00,
0,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
783000,00000097,false,Rx,0,8,80,A0,20,01,FA,00,00,19,
0,00000136,false,Rx,0,8,00,00,00,12,05,00,00,06,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
785000,0000013F,false,Rx,0,8,01,18,01,1D,00,28,00,02,
785000,0000017C,false,Rx,0,8,00,00,07,0D,48,00,00,04,
785000,000001DC,false,Rx,0,4,02,07,0D,26,00,00,00,00,
785000,00000320,false,Rx,0,3,00,00,21,00,00,00,00,00,
785000,00000324,false,Rx,0,8,7C,46,23,75,46,0D,00,28,
786000,0000037C,false,Rx,0,8,DC,00,DC,32,00,01,00,28,
786000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,35,
786000,000001C0,false,Rx,0,7,00,00,10,00,00,00,37,00,
786000,000003D7,false,Rx,0,8,B0,00,00,00,00,00,00,51,
787000,00000400,false,Rx,0,5,00,00,00,00,22,00,00,00,
787000,00000156,false,Rx,0,6,FF,EF,00,01,07,36,00,00,
787000,0000040C,false,Rx,0,8,4D,00,7F,FD,26,80,00,23,
0,000001A6,false,Rx,0,8,02,00,00,46,6A,80,00,30,
0,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,08,
788000,00000158,false,Rx,0,8,17,C4,06,C4,17,C4,98,30,
788000,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
788000,00000454,false,Rx,0,6,37,F5,02,29,90,25,00,00,
788000,00000465,false,Rx,0,7,FF,FF,FF,FF,FF,FF,23,00,
0,0000018E,false,Rx,0,3,00,09,08,00,00,00,00,00,
0,000006C1,false,Rx,0,1,14,00,00,00,00,00,00,00,
790000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
793000,00000097,false,Rx,0,8,80,60,10,01,F9,00,00,2E,
0,00000136,false,Rx,0,8,00,00,00,12,05,00,00,15,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
794000,0000013F,false,Rx,0,8,01,18,01,1A,00,00,00,1E,
794000,0000017C,false,Rx,0,8,00,00,07,0D,48,00,00,13,
795000,0000033D,false,Rx,0,4,01,40,00,3D,00,00,00,00,
0,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,08,
0,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,29,
797000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,2F,
0,000001B0,false,Rx,0,7,80,50,7F,FF,00,00,29,00,
0,00000156,false,Rx,0,6,FF,EF,00,01,07,09,00,00,
797000,000001D0,false,Rx,0,8,30,60,60,A4,C1,89,7E,73,
797000,000001E7,false,Rx,0,4,1A,00,68,27,00,00,00,00,
798000,00000158,false,Rx,0,8,17,BE,06,C3,17,BE,98,02,
798000,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
799000,0000018E,false,Rx,0,3,00,09,17,00,00,00,00,00,
801000,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
803000,00000097,false,Rx,0,8,80,60,10,01,FD,00,00,39,
0,00000136,false,Rx,0,8,00,00,00,12,05,00,00,24,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
804000,0000013F,false,Rx,0,8,01,18,01,1A,FF,EC,00,25,
804000,0000017C,false,Rx,0,8,00,00,07,0B,48,00,00,24,
805000,000001DC,false,Rx,0,4,02,07,0B,37,00,00,00,00,
805000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,17,
805000,000001C0,false,Rx,0,7,00,00,10,00,00,00,0A,00,
807000,00000156,false,Rx,0,6,FF,EF,00,00,07,19,00,00,
807000,000001A6,false,Rx,0,8,02,00,00,46,6A,80,00,03,
0,00000158,false,Rx,0,8,17,BE,06,C2,17,BE,98,12,
0,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
808000,0000018E,false,Rx,0,3,00,05,2A,00,00,00,00,00,
811000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
811000,00000305,false,Rx,0,2,0E,11,00,00,00,00,00,00,
812000,00000097,false,Rx,0,8,80,60,10,01,FF,00,00,0A,
0,00000136,false,Rx,0,8,00,00,00,12,05,00,00,33,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
815000,0000013F,false,Rx,0,8,01,18,01,1A,00,1E,00,3D,
815000,0000017C,false,Rx,0,8,00,00,07,0E,48,00,00,30,
0,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,20,
0,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,38,
817000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,3E,
817000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,3C,00,
817000,00000156,false,Rx,0,6,FF,EF,00,00,07,28,00,00,
817000,000001D0,false,Rx,0,8,30,52,60,C0,C1,71,80,B6,
817000,000001E7,false,Rx,0,4,1A,00,68,36,00,00,00,00,
818000,0000030C,false,Rx,0,8,18,BD,22,46,01,60,90,19,
818000,00000158,false,Rx,0,8,17,BE,06,C4,17,BE,98,2F,
818000,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
819000,0000018E,false,Rx,0,3,00,06,38,00,00,00,00,00,
0,00000097,false,Rx,0,8,80,60,20,02,00,00,00,15,
0,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
825000,00000136,false,Rx,0,8,00,00,00,12,05,00,00,06,
825000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
825000,0000013F,false,Rx,0,8,01,18,01,1A,00,00,00,0F,
0,0000017C,false,Rx,0,8,00,00,07,0E,48,00,00,03,
0,000001DC,false,Rx,0,4,02,07,0E,07,00,00,00,00,
826000,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,3F,
826000,000001C0,false,Rx,0,7,00,00,10,00,00,00,19,00,
827000,00000156,false,Rx,0,6,FF,EF,00,01,07,36,00,00,
827000,000001A6,false,Rx,0,8,02,00,00,45,6A,80,00,13,
827000,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,17,
0,00000158,false,Rx,0,8,17,C3,06,C5,17,C3,98,31,
0,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
829000,0000018E,false,Rx,0,3,00,03,0E,00,00,00,00,00,
833000,00000097,false,Rx,0,8,80,A0,20,02,00,00,00,20,
834000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
0,00000136,false,Rx,0,8,00,00,00,12,05,00,00,15,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
835000,0000013F,false,Rx,0,8,01,18,01,1A,FF,E2,00,10,
835000,0000017C,false,Rx,0,8,00,00,07,0B,48,00,00,15,
836000,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,02,
836000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,0B,
836000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,01,
836000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,0F,00,
836000,00000156,false,Rx,0,6,FF,EF,00,01,07,09,00,00,
836000,000001D0,false,Rx,0,8,30,74,60,C0,C1,19,82,CD,
837000,000001E7,false,Rx,0,4,1A,00,68,09,00,00,00,00,
0,00000158,false,Rx,0,8,17,C7,06,C5,17,C7,98,0C,
